run_id	contig_id	contig_len	ViralRefSeq_E	ViralRefSeq_ident	ViralRefSeq_aLen	ViralRefSeq_subject	ViralRefSeq_taxonomy	date_analyzed
280116Madag02AD02_CGATGT_L005_R1	280116Madag02AD02_CGATGT_L005_R1_cap3_Contig-10	1139	1.73e-38	46.358000	151	acc:YP_010802132|GTP binding nuclear protein Ran [Acanthamoeba castellanii medusavirus]	taxid:2080449|Viruses	2024-06-30
280116Madag02AD02_CGATGT_L005_R1	280116Madag02AD02_CGATGT_L005_R1_cap3_Contig-11	1065	6.66e-63	36.056000	355	acc:YP_010803544|RNAse l inhibitor RLI1 [Fadolivirus algeromassiliense]	taxid:3060017|Fadolivirus|Klosneuvirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
280116Madag02AD02_CGATGT_L005_R1	280116Madag02AD02_CGATGT_L005_R1_cap3_Contig-12	956	5.21e-32	30.522000	249	acc:YP_009949256|signal recognition particle protein, partial [Escherichia phage 500465-1]	taxid:2716351|Wadgaonvirus wv5004651|Wadgaonvirus|Peduoviridae|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
280116Madag02AD02_CGATGT_L005_R1	280116Madag02AD02_CGATGT_L005_R1_cap3_Contig-13	749	0.25	30.000000	60	acc:YP_010780883|rab family small GTPase [Tupanvirus deep ocean]	taxid:2126984|Tupanvirus|Megamimivirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
280116Madag02AD02_CGATGT_L005_R1	280116Madag02AD02_CGATGT_L005_R1_cap3_Contig-14	665	2.1	25.253000	99	acc:YP_010087320|orf1a polyprotein [Botrylloides leachii nidovirus]	taxid:2509395|Balbicanovirus|Bolenivirus|Medionivirinae|Medioniviridae|Mesnidovirineae|Nidovirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-06-30
280116Madag02AD02_CGATGT_L005_R1	280116Madag02AD02_CGATGT_L005_R1_cap3_Contig-15	655	7.38e-51	50.286000	175	acc:YP_009052194|translation elongation factor [Aureococcus anophagefferens virus]	taxid:1474867|Kratosvirus quantuckense|Kratosvirus|Schizomimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
280116Madag02AD02_CGATGT_L005_R1	280116Madag02AD02_CGATGT_L005_R1_cap3_Contig-16	502	8.84e-34	40.000000	170	acc:YP_009044396|orf9 [Alcelaphine gammaherpesvirus 2]	taxid:138184|Macavirus alcelaphinegamma2|Macavirus|Gammaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-30
280116Madag02AD02_CGATGT_L005_R1	280116Madag02AD02_CGATGT_L005_R1_cap3_Contig-17	492	0.20	31.884000	69	acc:YP_002427695|minor capsid protein [Erinaceus europaeus papillomavirus 1]	taxid:445217|Dyoetapapillomavirus 1|Dyoetapapillomavirus|Firstpapillomavirinae|Papillomaviridae|Zurhausenvirales|Papovaviricetes|Cossaviricota|Shotokuvirae|Monodnaviria	2024-06-30
280116Madag02AD02_CGATGT_L005_R1	280116Madag02AD02_CGATGT_L005_R1_cap3_Contig-18	393	0.008	28.788000	66	acc:YP_003358318|hypothetical protein PP-LUZ7_gp036 [Pseudomonas phage LUZ7]	taxid:655097|Luzseptimavirus LUZ7|Luzseptimavirus|Migulavirinae|Schitoviridae|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
280116Madag02AD02_CGATGT_L005_R1	280116Madag02AD02_CGATGT_L005_R1_cap3_Contig-19	387	0.72	32.653000	49	acc:NP_619756|replicase [Physalis mottle virus]	taxid:72539|Tymovirus physalis|Tymovirus|Tymoviridae|Tymovirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-30
280116Madag02AD02_CGATGT_L005_R1	280116Madag02AD02_CGATGT_L005_R1_cap3_Contig-20	363	5.00e-32	75.342000	73	acc:YP_227403|Ribonucleotide reductase small subunit [Deerpox virus W-848-83]	taxid:305674|Mule deerpox virus|Cervidpoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
280116Madag02AD02_CGATGT_L005_R1	280116Madag02AD02_CGATGT_L005_R1_cap3_Contig-21	328	2.14e-28	74.194000	62	acc:NP_047757|ribonucleotide reductase small subunit homolog [Lymantria dispar multiple nucleopolyhedrovirus]	taxid:10449|Alphabaculovirus lydisparis|Alphabaculovirus|Baculoviridae|Lefavirales|Naldaviricetes	2024-06-30
280116Madag02AD02_CGATGT_L005_R1	280116Madag02AD02_CGATGT_L005_R1_cap3_Contig-22	328	1.07e-37	54.464000	112	acc:YP_009552323|042L [Cherax quadricarinatus iridovirus]	taxid:2035708|Iridoviridae|Pimascovirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
280116Madag02AD02_CGATGT_L005_R1	280116Madag02AD02_CGATGT_L005_R1_cap3_Contig-23	309	0.077	50.000000	28	acc:YP_010796792|putative adenosine triphosphatase/DNA packaging protein [Diachasmimorpha longicaudata entomopoxvirus]	taxid:109981|Diachasmimorpha entomopoxvirus|Entomopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
280116Madag02AD02_CGATGT_L005_R1	280116Madag02AD02_CGATGT_L005_R1_cap3_Contig-24	308	0.23	53.333000	30	acc:YP_654660|hypothetical protein MIV088R [Invertebrate iridescent virus 3]	taxid:345201|Chloriridovirus|Betairidovirinae|Iridoviridae|Pimascovirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
280116Madag02AD02_CGATGT_L005_R1	280116Madag02AD02_CGATGT_L005_R1_cap3_Contig-25	280	1.16e-08	52.083000	48	acc:YP_010802757|DNA polymerase [Elephant endotheliotropic herpesvirus 3A]	taxid:1329409|Elephant endotheliotropic herpesvirus 3|Proboscivirus|Betaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-30
280116Madag02AD02_CGATGT_L005_R1	280116Madag02AD02_CGATGT_L005_R1_cap3_Contig-26	277	2.07e-18	55.263000	76	acc:YP_009174650|putative DNA polymerase [Yellowstone lake phycodnavirus 2]	taxid:1586714|Prasinovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
280116Madag02AD02_CGATGT_L005_R1	280116Madag02AD02_CGATGT_L005_R1_cap3_Contig-27	169	0.44	41.026000	39	acc:YP_009909451|ABC transporter [Escherichia phage 4A7]	taxid:2847059|Bievrevirus bv4A7|Bievrevirus|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
280116Madag02AD02_CGATGT_L005_R1	280116Madag02AD02_CGATGT_L005_R1_cap3_Contig-28	167	7.14e-11	43.636000	55	acc:YP_010789826|B-family DNA polymerase [Moumouvirus australiensis]	taxid:2109587|Moumouvirus australiense|Moumouvirus|Megamimivirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
280116Madag02AD02_CGATGT_L005_R1	280116Madag02AD02_CGATGT_L005_R1_cap3_Contig-29	157	0.020	40.000000	45	acc:YP_010781356|hypothetical protein QJ857_gp1351 [Tupanvirus soda lake]	taxid:2126985|Tupanvirus|Megamimivirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
280116Madag02AD02_CGATGT_L005_R1	280116Madag02AD02_CGATGT_L005_R1_cap3_Contig-30	157	0.006	35.897000	39	acc:YP_010802897|VV A32-like packaging ATPase [Fadolivirus algeromassiliense]	taxid:3060017|Fadolivirus|Klosneuvirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
280116Madag02AD02_CGATGT_L005_R2	280116Madag02AD02_CGATGT_L005_R2_cap3_Contig-1	790	8.27e-10	22.047000	254	acc:YP_010803174|ABC transporter type 1 transmembrane domain [Fadolivirus algeromassiliense]	taxid:3060017|Fadolivirus|Klosneuvirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
280116Madag02AD02_CGATGT_L005_R2	280116Madag02AD02_CGATGT_L005_R2_cap3_Contig-2	505	6.06e-63	79.646000	113	acc:NP_047757|ribonucleotide reductase small subunit homolog [Lymantria dispar multiple nucleopolyhedrovirus]	taxid:10449|Alphabaculovirus lydisparis|Alphabaculovirus|Baculoviridae|Lefavirales|Naldaviricetes	2024-06-30
280116Madag02AD02_CGATGT_L005_R2	280116Madag02AD02_CGATGT_L005_R2_cap3_Contig-3	495	1.00e-23	39.456000	147	acc:YP_010803544|RNAse l inhibitor RLI1 [Fadolivirus algeromassiliense]	taxid:3060017|Fadolivirus|Klosneuvirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
280116Madag02AD02_CGATGT_L005_R2	280116Madag02AD02_CGATGT_L005_R2_cap3_Contig-4	429	0.053	32.812000	64	acc:YP_007947990|polyprotein [avihepatovirus A1]	taxid:1006061|Avihepatovirus A|Avihepatovirus|Paavivirinae|Picornaviridae|Picornavirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-06-30
280116Madag02AD02_CGATGT_L005_R2	280116Madag02AD02_CGATGT_L005_R2_cap3_Contig-5	421	0.007	28.788000	66	acc:YP_003358318|hypothetical protein PP-LUZ7_gp036 [Pseudomonas phage LUZ7]	taxid:655097|Luzseptimavirus LUZ7|Luzseptimavirus|Migulavirinae|Schitoviridae|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
280116Madag02AD02_CGATGT_L005_R2	280116Madag02AD02_CGATGT_L005_R2_cap3_Contig-6	399	0.12	31.884000	69	acc:YP_002427695|minor capsid protein [Erinaceus europaeus papillomavirus 1]	taxid:445217|Dyoetapapillomavirus 1|Dyoetapapillomavirus|Firstpapillomavirinae|Papillomaviridae|Zurhausenvirales|Papovaviricetes|Cossaviricota|Shotokuvirae|Monodnaviria	2024-06-30
280116Madag02AD02_CGATGT_L005_R2	280116Madag02AD02_CGATGT_L005_R2_cap3_Contig-7	397	7.61e-10	31.452000	124	acc:YP_009949256|signal recognition particle protein, partial [Escherichia phage 500465-1]	taxid:2716351|Wadgaonvirus wv5004651|Wadgaonvirus|Peduoviridae|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
280116Madag02AD02_CGATGT_L005_R2	280116Madag02AD02_CGATGT_L005_R2_cap3_Contig-8	354	0.042	35.938000	64	acc:YP_007947990|polyprotein [avihepatovirus A1]	taxid:1006061|Avihepatovirus A|Avihepatovirus|Paavivirinae|Picornaviridae|Picornavirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-06-30
280116Madag02AD02_CGATGT_L005_R2	280116Madag02AD02_CGATGT_L005_R2_cap3_Contig-9	352	4.11e-12	33.962000	106	acc:YP_010803174|ABC transporter type 1 transmembrane domain [Fadolivirus algeromassiliense]	taxid:3060017|Fadolivirus|Klosneuvirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
280116Madag02AD02_CGATGT_L005_R2	280116Madag02AD02_CGATGT_L005_R2_cap3_Contig-10	347	0.057	30.435000	69	acc:YP_010778585|Rab-like GTPase [Bodo saltans virus]	taxid:2024608|Theiavirus salishense|Theiavirus|Klosneuvirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
280116Madag02AD02_CGATGT_L005_R2	280116Madag02AD02_CGATGT_L005_R2_cap3_Contig-11	343	4.50e-12	35.417000	96	acc:YP_010803174|ABC transporter type 1 transmembrane domain [Fadolivirus algeromassiliense]	taxid:3060017|Fadolivirus|Klosneuvirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
280116Madag02AD02_CGATGT_L005_R2	280116Madag02AD02_CGATGT_L005_R2_cap3_Contig-12	314	1.29e-22	55.882000	68	acc:YP_010085638|guanylate kinase [Akhmeta virus]	taxid:2200830|Orthopoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
280116Madag02AD02_CGATGT_L005_R2	280116Madag02AD02_CGATGT_L005_R2_cap3_Contig-13	314	4.81e-18	44.330000	97	acc:YP_010803678|ABC transporter [Fadolivirus algeromassiliense]	taxid:3060017|Fadolivirus|Klosneuvirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
280116Madag02AD02_CGATGT_L005_R2	280116Madag02AD02_CGATGT_L005_R2_cap3_Contig-14	308	0.041	50.000000	28	acc:YP_010796792|putative adenosine triphosphatase/DNA packaging protein [Diachasmimorpha longicaudata entomopoxvirus]	taxid:109981|Diachasmimorpha entomopoxvirus|Entomopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
280116Madag02AD02_CGATGT_L005_R2	280116Madag02AD02_CGATGT_L005_R2_cap3_Contig-15	307	0.004	33.333000	90	acc:YP_007947990|polyprotein [avihepatovirus A1]	taxid:1006061|Avihepatovirus A|Avihepatovirus|Paavivirinae|Picornaviridae|Picornavirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-06-30
280116Madag02AD02_CGATGT_L005_R2	280116Madag02AD02_CGATGT_L005_R2_cap3_Contig-16	302	3.75e-11	32.308000	65	acc:YP_010780883|rab family small GTPase [Tupanvirus deep ocean]	taxid:2126984|Tupanvirus|Megamimivirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
280116Madag02AD02_CGATGT_L005_R2	280116Madag02AD02_CGATGT_L005_R2_cap3_Contig-17	296	1.13e-14	44.000000	100	acc:YP_007676285|DNA polymerase [Micromonas pusilla virus 12T]	taxid:755272|Prasinovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
280116Madag02AD02_CGATGT_L005_R2	280116Madag02AD02_CGATGT_L005_R2_cap3_Contig-18	294	1.60e-49	81.915000	94	acc:YP_009407970|Ribonucleotide reductase small subunit [Eptesipox virus]	taxid:1329402|Vespertilionpoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
280116Madag02AD02_CGATGT_L005_R2	280116Madag02AD02_CGATGT_L005_R2_cap3_Contig-19	288	0.015	38.298000	47	acc:YP_010114824|hypothetical protein KNV77_gp006 [Klebsiella phage vB_KpnP_P184]	taxid:2806547|Efbeekayvirus P184|Efbeekayvirus|Schitoviridae|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
280116Madag02AD02_CGATGT_L005_R2	280116Madag02AD02_CGATGT_L005_R2_cap3_Contig-20	284	0.28	32.653000	49	acc:NP_619756|replicase [Physalis mottle virus]	taxid:72539|Tymovirus physalis|Tymovirus|Tymoviridae|Tymovirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-30
280116Madag02AD02_CGATGT_L005_R2	280116Madag02AD02_CGATGT_L005_R2_cap3_Contig-21	268	4.07e-21	50.549000	91	acc:NP_612698|DNA polymerase catalytic subunit [Panine betaherpesvirus 2]	taxid:188763|Cytomegalovirus paninebeta2|Cytomegalovirus|Betaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-30
280116Madag02AD02_CGATGT_L005_R2	280116Madag02AD02_CGATGT_L005_R2_cap3_Contig-22	225	3.64e-16	50.000000	64	acc:YP_003213031|hypothetical protein OTV1_208 [Ostreococcus tauri virus 1]	taxid:642926|Prasinovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
280116Madag02AD02_CGATGT_L005_R2	280116Madag02AD02_CGATGT_L005_R2_cap3_Contig-23	211	7.41e-08	53.333000	45	acc:YP_004940227|DNA polymerase catalytic subunit [Saimiriine betaherpesvirus 4]	taxid:1535247|Cytomegalovirus saimiriinebeta4|Cytomegalovirus|Betaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-30
280116Madag02AD02_CGATGT_L005_R2	280116Madag02AD02_CGATGT_L005_R2_cap3_Contig-24	209	0.75	38.095000	21	acc:YP_009126597|tail protein [Vibrio phage VpKK5]	taxid:1538804|Queuovirinae|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
280116Madag02AD02_CGATGT_L005_R2	280116Madag02AD02_CGATGT_L005_R2_cap3_Contig-25	204	3.43e-11	53.571000	56	acc:YP_009052194|translation elongation factor [Aureococcus anophagefferens virus]	taxid:1474867|Kratosvirus quantuckense|Kratosvirus|Schizomimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
280116Madag02AD02_CGATGT_L005_R2	280116Madag02AD02_CGATGT_L005_R2_cap3_Contig-26	153	0.49	44.444000	36	acc:YP_009036022|minor tail protein [Escherichia phage e4/1c]	taxid:1495286|Rogunavirus E41c|Rogunavirus|Rogunavirinae|Drexlerviridae|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
280116Madag03AD03_TTAGGC_L005_R1	280116Madag03AD03_TTAGGC_L005_R1_cap3_Contig-1	3141	2.2	32.941000	85	acc:YP_007947990|polyprotein [avihepatovirus A1]	taxid:1006061|Avihepatovirus A|Avihepatovirus|Paavivirinae|Picornaviridae|Picornavirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-06-30
280116Madag03AD03_TTAGGC_L005_R1	280116Madag03AD03_TTAGGC_L005_R1_cap3_Contig-2	2870	1.66e-14	30.159000	189	acc:YP_009909519|ABC transporter [Escherichia phage 1H12]	taxid:2847055|Jouyvirus jv1H12|Jouyvirus|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
280116Madag03AD03_TTAGGC_L005_R1	280116Madag03AD03_TTAGGC_L005_R1_cap3_Contig-3	2398	3.82e-142	42.131000	610	acc:YP_010803544|RNAse l inhibitor RLI1 [Fadolivirus algeromassiliense]	taxid:3060017|Fadolivirus|Klosneuvirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
280116Madag03AD03_TTAGGC_L005_R1	280116Madag03AD03_TTAGGC_L005_R1_cap3_Contig-4	2364	1.8	41.818000	55	acc:YP_009814425|nicotinamide-nucleotide adenylyltransferase [Lactobacillus phage Bromius]	taxid:2315485|Harbinvirus bromius|Harbinvirus|Herelleviridae|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
280116Madag03AD03_TTAGGC_L005_R1	280116Madag03AD03_TTAGGC_L005_R1_cap3_Contig-5	2343	5.69e-116	43.534000	549	acc:YP_010803678|ABC transporter [Fadolivirus algeromassiliense]	taxid:3060017|Fadolivirus|Klosneuvirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
280116Madag03AD03_TTAGGC_L005_R1	280116Madag03AD03_TTAGGC_L005_R1_cap3_Contig-6	2093	4.65e-47	33.542000	319	acc:YP_009949256|signal recognition particle protein, partial [Escherichia phage 500465-1]	taxid:2716351|Wadgaonvirus wv5004651|Wadgaonvirus|Peduoviridae|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
280116Madag03AD03_TTAGGC_L005_R1	280116Madag03AD03_TTAGGC_L005_R1_cap3_Contig-7	1807	0.55	28.571000	77	acc:NP_477837|wsv315 [Shrimp white spot syndrome virus]	taxid:92652|White spot syndrome virus|Whispovirus|Nimaviridae|Naldaviricetes	2024-06-30
280116Madag03AD03_TTAGGC_L005_R1	280116Madag03AD03_TTAGGC_L005_R1_cap3_Contig-8	1750	0.68	28.704000	108	acc:YP_010359182|hypothetical protein M1M48_gp50 [uncultured phage cr91_1]	taxid:2986403|Drivevirus gastrointestinalis|Drivevirus|Crudevirinae|Intestiviridae|Crassvirales|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
280116Madag03AD03_TTAGGC_L005_R1	280116Madag03AD03_TTAGGC_L005_R1_cap3_Contig-9	1597	0.0	79.688000	320	acc:NP_619839|CPXV051 protein [Cowpox virus]	taxid:10243|Orthopoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
280116Madag03AD03_TTAGGC_L005_R1	280116Madag03AD03_TTAGGC_L005_R1_cap3_Contig-10	1536	2.47e-29	24.543000	383	acc:NP_046572|ABC transporter [Bacillus phage SPBc2]	taxid:2932878|Spbetavirus SPbeta|Spbetavirus|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
280116Madag03AD03_TTAGGC_L005_R1	280116Madag03AD03_TTAGGC_L005_R1_cap3_Contig-11	1059	2.73e-80	42.566000	343	acc:YP_009552323|042L [Cherax quadricarinatus iridovirus]	taxid:2035708|Iridoviridae|Pimascovirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
280116Madag03AD03_TTAGGC_L005_R1	280116Madag03AD03_TTAGGC_L005_R1_cap3_Contig-12	1043	3.42e-26	34.000000	200	acc:YP_009052380|ABC transporter [Aureococcus anophagefferens virus]	taxid:1474867|Kratosvirus quantuckense|Kratosvirus|Schizomimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
280116Madag03AD03_TTAGGC_L005_R1	280116Madag03AD03_TTAGGC_L005_R1_cap3_Contig-13	980	5.72e-59	45.405000	185	acc:YP_009408356|guanylate kinase [Murmansk poxvirus]	taxid:2025359|Murmansk microtuspox virus|Centapoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
280116Madag03AD03_TTAGGC_L005_R1	280116Madag03AD03_TTAGGC_L005_R1_cap3_Contig-14	949	0.11	38.298000	47	acc:YP_010114824|hypothetical protein KNV77_gp006 [Klebsiella phage vB_KpnP_P184]	taxid:2806547|Efbeekayvirus P184|Efbeekayvirus|Schitoviridae|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
280116Madag03AD03_TTAGGC_L005_R1	280116Madag03AD03_TTAGGC_L005_R1_cap3_Contig-15	854	2.23e-25	35.047000	214	acc:YP_010778212|multidrug export ATPase/permease [Bodo saltans virus]	taxid:2024608|Theiavirus salishense|Theiavirus|Klosneuvirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
280116Madag03AD03_TTAGGC_L005_R1	280116Madag03AD03_TTAGGC_L005_R1_cap3_Contig-16	792	1.22e-34	37.079000	178	acc:YP_010803678|ABC transporter [Fadolivirus algeromassiliense]	taxid:3060017|Fadolivirus|Klosneuvirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
280116Madag03AD03_TTAGGC_L005_R1	280116Madag03AD03_TTAGGC_L005_R1_cap3_Contig-17	668	0.012	25.510000	98	acc:YP_009126510|Sak4-like ssDNA annealing protein [Lactobacillus phage Ldl1]	taxid:1552735|Lidleunavirus Ldl1|Lidleunavirus|Tybeckvirinae|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
280116Madag03AD03_TTAGGC_L005_R1	280116Madag03AD03_TTAGGC_L005_R1_cap3_Contig-18	634	3.35e-40	46.358000	151	acc:YP_010802132|GTP binding nuclear protein Ran [Acanthamoeba castellanii medusavirus]	taxid:2080449|Viruses	2024-06-30
280116Madag03AD03_TTAGGC_L005_R1	280116Madag03AD03_TTAGGC_L005_R1_cap3_Contig-19	575	8.25e-12	33.628000	113	acc:YP_010780306|putative ATP-dependent RNA helicase [Tupanvirus deep ocean]	taxid:2126984|Tupanvirus|Megamimivirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
280116Madag03AD03_TTAGGC_L005_R1	280116Madag03AD03_TTAGGC_L005_R1_cap3_Contig-20	553	1.47e-14	39.167000	120	acc:YP_009041990|DNA polymerase [Bovine gammaherpesvirus 6]	taxid:1504288|Macavirus bovinegamma6|Macavirus|Gammaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-30
280116Madag03AD03_TTAGGC_L005_R1	280116Madag03AD03_TTAGGC_L005_R1_cap3_Contig-21	487	1.3	32.653000	49	acc:NP_619756|replicase [Physalis mottle virus]	taxid:72539|Tymovirus physalis|Tymovirus|Tymoviridae|Tymovirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-30
280116Madag03AD03_TTAGGC_L005_R1	280116Madag03AD03_TTAGGC_L005_R1_cap3_Contig-22	426	0.11	31.884000	69	acc:YP_002427695|minor capsid protein [Erinaceus europaeus papillomavirus 1]	taxid:445217|Dyoetapapillomavirus 1|Dyoetapapillomavirus|Firstpapillomavirinae|Papillomaviridae|Zurhausenvirales|Papovaviricetes|Cossaviricota|Shotokuvirae|Monodnaviria	2024-06-30
280116Madag03AD03_TTAGGC_L005_R1	280116Madag03AD03_TTAGGC_L005_R1_cap3_Contig-23	414	0.008	28.788000	66	acc:YP_003358318|hypothetical protein PP-LUZ7_gp036 [Pseudomonas phage LUZ7]	taxid:655097|Luzseptimavirus LUZ7|Luzseptimavirus|Migulavirinae|Schitoviridae|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
280116Madag03AD03_TTAGGC_L005_R1	280116Madag03AD03_TTAGGC_L005_R1_cap3_Contig-24	412	8.34e-45	77.273000	88	acc:NP_047757|ribonucleotide reductase small subunit homolog [Lymantria dispar multiple nucleopolyhedrovirus]	taxid:10449|Alphabaculovirus lydisparis|Alphabaculovirus|Baculoviridae|Lefavirales|Naldaviricetes	2024-06-30
280116Madag03AD03_TTAGGC_L005_R1	280116Madag03AD03_TTAGGC_L005_R1_cap3_Contig-25	347	9.89e-21	45.946000	111	acc:NP_612698|DNA polymerase catalytic subunit [Panine betaherpesvirus 2]	taxid:188763|Cytomegalovirus paninebeta2|Cytomegalovirus|Betaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-30
280116Madag03AD03_TTAGGC_L005_R1	280116Madag03AD03_TTAGGC_L005_R1_cap3_Contig-26	282	0.021	27.381000	84	acc:YP_009333526|hypothetical protein 1 [Beihai sipunculid worm virus 4]	taxid:1922676|Riboviria	2024-06-30
